연번,공원명,지역,공원주소,lon,lat
1,남산공원,중구,서울특별시 중구 삼일대로 231(예장동),126.9903773,37.5501402
2,길동생태공원,강동구,서울특별시 강동구 천호대로 1291(길동생태공원) ,127.1547791,37.5403935
3,서울대공원,과천시,경기도 과천시 대공원광장로 102,127.0198465,37.4264494
4,서울숲,성동구,서울특별시 성동구 뚝섬로 273 (성수동1가) ,127.0417982,37.5430717
5,월드컵공원,마포구,서울특별시 마포구 하늘공원로 84(월드컵공원),126.878907,37.571805
6,광화문시민열린마당,종로구,서울특별시 종로구 세종로 76-2,126.9780227,37.5750449
7,진관근린공원(구파발폭포),은평구,서울특별시 은평구 진관동 393,126.9192155,37.6370244
8,중마루근린공원,영등포구,서울특별시 영등포구 영등포동2가 222,126.9112668,37.519832
9,응봉공원 (대현산배수지공원),성동구,서울특별시 성동구 금호동1가 산1-72,127.0217653,37.5572281
10,매화근린공원,강서구,서울특별시 강서구 등촌동 630-14,126.86115,37.5575833
11,성수근린공원,성동구,서울특별시 성동구 성수2가 3동 302-25,127.0524023,37.5448144
12,샛마을근린공원,강동구,서울특별시 강동구 명일1동 288,127.1471618,37.5504807
13,여의도근린공원,영등포구,서울특별시 영등포구 여의공원로 68 (여의도동),126.922377,37.526129
14,간데메근린공원,동대문구,서울특별시 동대문구 서울시립대로2길 59(간데메공원),127.0488644,37.5732438
15,훈련원근린공원,중구,서울특별시 중구 을지로 227,127.0038188,37.5675245
16,영등포근린공원,영등포구,서울특별시 영등포구 신길로 275,126.910662,37.515423
17,보라매근린공원,동작구,서울특별시 동작구 여의대방로20길 33(보라매공원),126.918289,37.492333
18,어린이대공원,광진구,서울특별시 광진구 능동로 216(서울어린이대공원),127.0809212,37.5498987
19,천호근린공원,강동구,서울특별시 강동구 올림픽로 702(천호공원),127.1263451,37.5444741
20,용산가족공원,용산구,서울특별시 용산구 서빙고로 185,126.983335,37.522226
21,독립근린공원,서대문구,서울특별시 서대문구 통일로251(독립공원),126.956771,37.5738289
22,낙산근린공원,종로구,서울특별시 종로구 낙산길 41 (우) 03085,127.007587,37.580477
23,매헌시민의숲,서초구,서울특별시 서초구 매헌로 99 (양재동),127.035042,37.471225
24,관악산공원,관악구,서울특별시 관악구 관악로 1(관악산공원),126.96413,37.445208
25,효창근린공원,용산구,서울특별시 용산구 효창원로 177-18,126.95993,37.545234
26,감로천생태공원(관악산),금천구,서울특별시 금천구 독산4동 371?375 373일대,126.9079509,37.469625
27,개운산근린공원,성북구,서울특별시 성북구 북악산로 949-73(돈암동 6-1),127.0252858,37.5965837
28,개웅산근린공원,구로구,서울특별시 구로구 오류동 산13-1,126.8485734,37.4888943
29,경희궁,종로구,서울특별시 종로구 새문안로 55(신문로2가 2-1),126.9685341,37.570773
30,국립서울현충원,동작구,서울특별시 동작구 사당2동 산41-2,126.9736849,37.4998621
31,계남근린공원,양천구,서울특별시 양천구 신정동 산44-2일대,126.8479643,37.5138358
32,고척근린공원,구로구,서울특별시 구로구 고척로45길 39(고척공원),126.8521495,37.5042944
33,파리근린공원,양천구,서울특별시 양천구 목동동로 363 ,126.8763932,37.5349739
34,허준공원,강서구,서울특별시 강서구 허준로5길 42,126.8526745,37.5679874
35,궁동근린공원,서대문구,서울특별시 서대문구 성산로7길 19-24(궁동공원) ,126.9229851,37.5690506
36,궁산근린공원,강서구,서울특별시 강서구 가양동 산4-7,126.838952,37.5735645
37,까치산근린공원,동작구,서울특별시 동작구 사당동 산32,126.9640735,37.4845836
38,꿩고개근린공원,강서구,서울특별시 강서구 방화동 산110,126.8157075,37.5801585
39,노량진공원,동작구,서울특별시 동작구 대방동 519(여의대방로44길 39),126.927319,37.507396
40,답십리근린공원,동대문구,서울특별시 동대문구 답십리로 209(답십리공원) ,127.0626512,37.507396
41,대모산도시자연공원,강남구,서울특별시 강남구 광평로10길 30-71(대모산공원) ,127.0809639,37.4796489
42,탑골근린공원,종로구,서울특별시 종로구 종로 99,126.9882853,37.5710052
43,갈산근린공원,양천구,서울특별시 양천구 신정동 162-56,126.8689146,37.5082119
44,천마근린공원,송파구,서울특별시 송파구 마천동 산 1-1,127.1586644,37.5005173
45,도곡근린공원,강남구,서울특별시 강남구 도곡동 산31-1,127.0450338,37.4903127
46,도산근린공원,강남구,서울특별시 강남구 도산대로45길 20(도산공원),127.0350296,37.5246752
47,청량공원,성북구,서울특별시 성북구 화랑로18가길 50,127.0511145,37.6020055
48,초안산근린공원,도봉구,서울특별시 도봉구 창동 산157,127.0455446,37.648316
49,동명근린공원,강동구,서울특별시 강동구 고덕2동 229,127.1676703,37.5598341
50,마로니에공원,종로구,서울특별시 종로구 대학로8길 1,127.0027886,37.5802295
51,자매근린공원,영등포구,서울특별시 영등포구 의사당대로 166 (우) 07324,126.9302895,37.5177329
52,장지근린공원,송파구,서울특별시 송파구 장지동 산 11번지,127.1387,37.4957083
53,명일근린공원,강동구,서울특별시 강동구 상일동 135,127.1613641,37.5537143
54,방화근린공원,강서구,서울특별시 강서구 금낭화로 176(방화공원),126.8132285,37.5819812
55,아시아근린공원,송파구,서울특별시 송파구 올림픽로 44 (잠실동),127.0762885,37.5102779
56,배봉산근린공원,동대문구,서울특별시 동대문구 한천로43길 12-14(배봉산공원) ,127.0641623,37.5812324
57,안산도시자연공원,서대문구,서울특별시 서대문구 홍제동 산33-98,126.9390273,37.5798246
58,염창근린공원,강서구,서울특별시 강서구 염창동 산24-1,126.8689817,37.5579702
59,백련근린공원,서대문구,서울특별시 서대문구 통일로 507-22(백련공원) ,126.928616,37.5879662
60,오금근린공원,송파구,서울특별시 송파구 오금로 363 오금근린공원 ,127.1323957,37.5038715
61,오동근린공원,강북구,서울특별시 강북구 번동 산20-1,127.0317269,37.6327957
62,봉산도시자연공원,은평구,서울특별시 은평구 구산동 산61,126.9020153,37.604071
63,온수도시자연공원,구로구,서울특별시 구로구 개봉동 산2-60,126.83695,37.5002598
64,봉은공원,강남구,서울특별시 강남구 삼성동 75,127.0554961,37.5139026
65,올림픽공원,송파구,서울특별시 송파구 올림픽로 424 (방이동),127.122959,37.520934
66,와룡근린공원,종로구,서울특별시 종로구 와룡공원길 192 (우) 03063,126.9901672,37.5907944
67,봉화산근린공원,중랑구,서울특별시 중랑구 묵동 산46-1,127.0923625,37.6106404
68,북악산도시자연공원,종로구,서울특별시 종로구 부암동 산2-6,126.9737295,37.5929992
69,북한산국립공원,강북구 등,"서울특별시 강북구, 도봉구, 서대문구, 성북구, 은평구, 종로구 일대  경기도 고양시, 양주시, 의정부시 일대",127.000938,37.624549
71,불광근린공원,은평구,서울특별시 은평구 불광동 산33-1,126.9298962,37.6188016
72,불암산도시자연공원,노원구,서울특별시 노원구 한글비석로12길 51-33(불암산공원) ,127.0952714,37.6636719
73,용마폭포공원,중랑구,서울특별시 중랑구 면목동 산1-4 ,127.0905888,37.5731968
74,사육신공원,동작구,서울특별시 동작구 노량진로 191,126.948636,37.5137049
75,용왕산근린공원,양천구,서울특별시 양천구 목동 199-51,126.8783125,37.5429593
76,사직근린공원,종로구,서울특별시 종로구 사직로9길 5,126.9674018,37.5759864
77,우장산근린공원,강서구,서울특별시 강서구 내발산동 산4-5,126.844932,37.5541932
78,삼일근린공원,동작구,서울특별시 동작구 사당동 산24-17,126.9743686,37.4860183
79,삼청근린공원,종로구,서울특별시 종로구 북촌로 134-1 (우) 03050,126.9842875,37.5895821
80,인왕산도시자연공원,종로구,서울특별시 종로구 옥인동 산 3-1 ,126.9578438,37.5849001
81,상도근린공원,동작구,서울특별시 동작구 성대로6사길 27-6(상도공원) ,126.9385469,37.492299
82,일자산근린공원,강동구,서울특별시 강동구 동남로 660(일자산공원),127.1574587,37.5431657
83,쌍문근린공원,도봉구,서울특별시 도봉구 쌍문동 산80,127.0271316,37.6531456
84,수락산도시자연공원,노원구,서울특별시 노원구 상계동 산3-1,127.0813633,37.699232
85,송파나루근린공원(석촌호수),송파구,서울특별시 송파구 잠실로 148 (잠실동) ,127.0983002,37.5069328
86,선유도근린공원,영등포구,서울특별시 영등포구 선유로 343 (당산동 1) 선유도공원관리사무소,126.90014,37.543418
87,손기정체육공원,중구,서울특별시 중구 손기정로 101 ,126.9652702,37.5560189
88,성북근린공원,성북구,서울특별시 성북구 돈암동 616-1055,127.0078625,37.5948509
89,봉제산공원,강서구,서울특별시 강서구 화곡동 산41-6,126.8517836,37.5421979
90,서울창포원,도봉구,서울특별시 도봉구 마들로 916(서울창포원) ,127.047938,37.689585
91,북서울꿈의숲,강북구,서울특별시 강북구 월계로 173,127.0407344,37.6233355
92,서서울호수공원,양천구,서울특별시 양천구 남부순환로64길 20 (신월동),126.8304789,37.5278392
93,중랑캠핑숲,중랑구,서울특별시 중랑구 송림길 160(중랑캠핑숲)/중랑구 망우동 74(청소년체험의숲),127.1093075,37.6049896
94,솔밭근린공원,강북구,서울특별시 강북구 우이동 80번지 일대,127.0116241,37.652331
95,금천체육공원(관악산),금천구,서울특별시 금천구 독산동 산118-4(금천체육공원),126.908681,37.468164
96,금천폭포근린공원,금천구,서울특별시 금천구 시흥대로38길 61(시흥동 937-2),126.9040127,37.4468663
97,만수천공원(관악산),금천구,서울특별시 금천구 독산동 산8 일대,126.9090028,37.4734274
98,발바닥공원,도봉구,서울특별시 도봉구 시루봉로6길 33,127.031982,37.6597135
99,월천근린공원,도봉구,서울특별시 도봉구 창동 28번지,127.0509895,37.6473889
100,용두근린공원,동대문구,서울특별시 동대문구 용두동 34-1번지 일대,127.0390042,37.5732791
101,상암근린공원,마포구,서울특별시 마포구 상암동 1761,126.8859012,37.5760106
102,와우근린공원,마포구,서울특별시 마포구 창전동 3-193번지 일대(홍익대 뒷산),126.9289936,37.5517298
103,금호근린공원,성동구,서울특별시 성동구 장터1길 18,127.0189457,37.5494726
104,달맞이근린공원,성동구,서울특별시 성동구 옥수동 산1-1,127.0212054,37.543564
105,문정근린공원,송파구,서울특별시 송파구 문정동 18-4,127.1275819,37.4862156
106,문화예술공원,서초구,서울특별시 서초구 바우뫼로12길 40 (양재동),127.030517,37.467654
107,세종로공원,종로구,서울특별시 종로구 세종대로 189 (우) 03172,126.9758875,37.5735
108,샘말공원(관악산근린공원 샘말지구),관악구,서울특별시 관악구 대학동 산63-1일대 샘말공원,126.938511,37.4642128
109,초안산생태공원,도봉구,서울특별시 도봉구 창동 산24,127.0405382,37.6479483
110,푸른수목원,구로구,서울특별시 구로구 서해안로 2117(항동81-1) 푸른수목원관리사무소,126.82407,37.483029
111,서오능도시자연공원,은평구,서울특별시 은평구 구파발동 갈현동 진관내동,126.9134338,37.6374823
112,청계산도시자연공원,서초구,서울특별시 서초구 원지동 산 33,127.0424726,37.4224347
113,개화근린공원,강서구,서울특별시 강서구 개화동 산17,126.8068278,37.5813917
114,아차산공원,광진구,서울특별시 광진구 광장동 370,127.1010031,37.5517142
115,인능산도시자연공원,서초구,서울특별시 서초구 내곡동 산12-404,127.0666632,37.4482109
116,구룡산도시자연공원,서초구,서울특별시 서초구 염곡동 산25-1,127.061567,37.4689473
117,우면산도시자연공원,서초구,서울특별시 서초구 우면동 산35-1,127.0091324,37.470484
118,향림근린공원,은평구,서울특별시 은평구 진관동 산55,126.9240693,37.6293824
119,신사근린공원,은평구,서울특별시 은평구 신사동 산80-4,126.9102948,37.5920771
120,광평근린공원,강남구,서울특별시 강남구 수서동 산10-1,127.092184,37.4880445
121,청담근린공원,강남구,서울특별시 강남구 청담동 66,127.052453,37.5213259
122,허브천문공원,강동구,서울특별시 강동구 둔촌동 산94,127.1533951,37.5372715
123,연신내물빛공원,은평구,서울특별시 은평구 통일로 849,126.9207354,37.619052
124,숭인근린공원,종로구,서울특별시 종로구 숭인동 58,127.0178267,37.5764419
125,서일대뒷산공원,중랑구,서울특별시 중랑구 면목동 산19,127.0987817,37.5877155
126,용마도시자연공원(사가정공원),중랑구,서울특별시 중랑구 면목7동 산50 ,127.095997,37.5797622
127,문화비축기지,마포구,서울특별시 마포구 증산로 87,126.8932455,37.57171848
129,율현공원,강남구,서울특별시 강남구 밤고개로24길 91(율현동 56),127.115594,37.472332
131,서울식물원,강서구,서울특별시 강서구 마곡동로 161 서울식물원,126.83483,37.569781
